id,genericName,brandName,country,expiryDate,schedule,importerName,importerId,aliases
A0UIHYABFPy-ZFU4AEGV,DOCETAXEL INJECTION CONCENTRATE 80MG/2ML,DOCETAX,INDIA,24 Jun 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
BEUIHYABFPy-ZFU4AEGV,DUTASTERIDE SOFT CAPSULES 0.5MG,DUPROST,INDIA,26 Feb 2026,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
BUUIHYABFPy-ZFU4AEGV,ERYTHROMYCIN STEARATE TABLETS IP 500MG,ERYCIP 500,INDIA,14 Oct 2026,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
BkUIHYABFPy-ZFU4AEGV,FINASTERIDE TABLETS USP 5MG,FINCAR,INDIA,27 Feb 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
B0UIHYABFPy-ZFU4AEGV,FORMETEROL FUMARATE 6MCG+BUDESONIDE 100MCG DP,FORACORT 100,INDIA,17 Sep 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
CEUIHYABFPy-ZFU4AEGV,FORMETEROL FUMARATE 6MCG+BUDESONIDE 200MCG DP,FORACORT,INDIA,01 Dec 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
CUUIHYABFPy-ZFU4AEGV,FORMETEROL FUMARATE 6MCG+BUDESONIDE 400MCG DP,FORACORT DP CAPS 400,INDIA,01 Dec 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
CkUIHYABFPy-ZFU4AEGV,FORMETEROL FUMARATE DIHYDRATE 6MCG AND BUDESONIDE 400MCG Inhaler CFC Free,FORACORT,INDIA,16 Dec 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
C0UIHYABFPy-ZFU4AEGV,GEFITINIB TABLET 250MG,GEFTICIP 250,INDIA,28 Jun 2026,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
DEUIHYABFPy-ZFU4AEGV,IMATINIB MESYLATE CAPSULES 100MG,IMATIB 100,INDIA,13 Jul 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
DUUIHYABFPy-ZFU4AEGV,IPRATROPIUM BROMIDE DP CAPSULES 40MCG,IPRAVENT,INDIA,02 Feb 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
DkUIHYABFPy-ZFU4AEGV,IPRATROPIUM PRESSURISED INHALATION BP 20MCG/DOSE,IPRAVENT 20HFA,INDIA,17 Jun 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
D0UIHYABFPy-ZFU4AEGV,KETOCONAZOLE CREAM 2% W/W,KETO 200,INDIA,24 Jun 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
EEUIHYABFPy-ZFU4AEGV,LEVONORGESTREL TABLETS BP 0.75MG,PILL-72,INDIA,04 Sep 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
EUUIHYABFPy-ZFU4AEGV,LOSARTAN POTASSIUM 50MG+HYDROCHLOROTHIAZIDE TABLTS USP 12.5MG,ZAART-H,INDIA,31 Aug 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
EkUIHYABFPy-ZFU4AEGW,METHOTREXATE TABLETS BP 2.5MG,IMUTREX 2.5,INDIA,11 Jan 2027,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
E0UIHYABFPy-ZFU4AEGW,MOMETASONE FUROATE MONOHYDRATE NASAL SPRAY 50MCG/DOSE,METASPRAY,INDIA,05 Apr 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
FEUIHYABFPy-ZFU4AEGW,MONTELUKAST SODIUM TABLETS 4MG,MONTAIR-4,INDIA,05 Jul 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
FUUIHYABFPy-ZFU4AEGW,MONTELUKAST SODIUM TABLETS 5MG,MONTAIR-5,INDIA,05 Jul 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
FkUIHYABFPy-ZFU4AEGW,ONDANSETRON INJECTION USP 2 MG/ML,EMESET,INDIA,23 Nov 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
F0UIHYABFPy-ZFU4AEGW,ONDANSETRON TABLETS USP 4MG,EMESET,INDIA,22 Nov 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
GEUIHYABFPy-ZFU4AEGW,PANTOPRAZOLE CAPSULES 40MG,ABAMUNE,INDIA,06 Aug 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
GUUIHYABFPy-ZFU4AEGW,PIRFENIDONE TABLETS 200MG,PIRFENEX,INDIA,07 Apr 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
GkUIHYABFPy-ZFU4AEGW,PREGABALIN CAPSULES 75MG,NOVA 75,INDIA,14 Jan 2027,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
G0UIHYABFPy-ZFU4AEGW,RISPERIDONE TABLETS USP 1MG,RISNIA-1,INDIA,09 Feb 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
HEUIHYABFPy-ZFU4AEGW,ROSUVASTATIN TABLETS IP 10MG,ROSULIP,INDIA,05 May 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
HUUIHYABFPy-ZFU4AEGW,ROSUVASTATIN TABLETS IP 20MG,ROSULIP 20,INDIA,03 Apr 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
HkUIHYABFPy-ZFU4AEGW,SALBUTAMOL 25MCG & FLUTICASONE PROPIONATE 125MCG/ACTUATION INHALER,SEROFLO 125 HFA,INDIA,30 Apr 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
H0UIHYABFPy-ZFU4AEGW,SALBUTAMOL RESPIRATOR SOLUTION 2.5MG/2.5ML,ASTHALIN RESPULES,INDIA,26 Dec 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
IEUIHYABFPy-ZFU4AEGW,SALBUTAMOL RESPIRATOR SOLUTION 5MG/ML,ASTHALIN RESPIRATOR SOLUTION,INDIA,02 Feb 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
IUUIHYABFPy-ZFU4AEGW,SALBUTAMOL SULPHATE DRY POWDER INHALATION CAPSULES 200MCG,ASTHALIN DP,INDIA,11 Jul 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
IkUIHYABFPy-ZFU4AEGW,SALMETEROL 25MCG+FLUTICASONE PROPIONATE250MCG/Inhalation,SEROFLO 250 HFA,INDIA,30 Apr 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
I0UIHYABFPy-ZFU4AEGW,"SALMETEROL 50MCG, FLUTICASONE 250MCG POWDER INHALATION",SEROFLO,INDIA,19 May 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
JEUIHYABFPy-ZFU4AEGW,SILDENAFIL TABLETS USP 50MG,SILAGRA 50,INDIA,24 Feb 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
JUUIHYABFPy-ZFU4AEGW,SOLIFENACIN SUCCINATE TABLETS 5MG,SOLIACT 5,INDIA,28 May 2022,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
JkUIHYABFPy-ZFU4AEGW,SORAFENIB TOSYLATE TABLETS 200MG,SORANIB,INDIA,25 Dec 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
J0UIHYABFPy-ZFU4AEGW,SOTALOL HYDROCHLORIDE TABLETS USP 40MG,SOTALAR 40,INDIA,16 Aug 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
KEUIHYABFPy-ZFU4AEGW,TAMSULOSIN HYDROCHLORIDE MODIFILED RELEASE CAP 400MCG,URIMAX 0.4 mg,INDIA,31 Dec 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
KUUIHYABFPy-ZFU4AEGW,TENOFOVIR DISOPROXIL FUMARATE 300MG & EMTRICITABINE 200MG TABLETS,TENVIR,INDIA,25 Dec 2024,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
KkUIHYABFPy-ZFU4AEGW,TIOTROPIUM BROMIDE POWDER FOR INHALATION 18MCG,TIOVA DP CAP,INDIA,10 May 2025,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
K0UIHYABFPy-ZFU4AEGW,VALGANCICLOVIR TABLETS USP 450MG,VALGAN,INDIA,06 Dec 2023,II B,Breathe Free Lanka (Pvt) Ltd,QnJlYXRoZSBGcmVlIExhbmthIChQdnQpIEx0ZA==,
LEUIHYABFPy-ZFU4AEGW,AMOXICILLIN & CLAVULANATE POTASSIUM USP 375MG,JOYCLAV 375,INDIA,23 Jun 2022,II B,Brown & Burk Pharmaceuticals,QnJvd24gJiBCdXJrIFBoYXJtYWNldXRpY2Fscw==,
LUUIHYABFPy-ZFU4AEGW,SILDENAFIL CITRATE TABLETS 100MG,WELGRA 100,INDIA,27 Jun 2022,II B,Brown & Burk Pharmaceuticals,QnJvd24gJiBCdXJrIFBoYXJtYWNldXRpY2Fscw==,
LkUIHYABFPy-ZFU4AEGW,ALPRAZOLAM TABLETS USP 0.25MG,B-REST 0.25,INDIA,14 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
L0UIHYABFPy-ZFU4AEGW,ALPRAZOLAM TABLETS USP 0.5MG,B-REST 0.5,INDIA,18 Apr 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
MEUIHYABFPy-ZFU4AEGW,AMLODIPINE BESYLATE TABLETS USP 10MG,AMLOWEL 10,INDIA,31 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
MUUIHYABFPy-ZFU4AEGW,AMLODIPINE BESYLATE TABLETS USP 5MG,AMLOWEL 5,INDIA,14 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
MkUIHYABFPy-ZFU4AEGW,CELECOXIB CAPSULES 100MG,PLENCOXIB 100,INDIA,11 Jul 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
M0UIHYABFPy-ZFU4AEGW,CELECOXIB CAPSULES 200MG,PLENCOXIB 200,INDIA,23 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
NEUIHYABFPy-ZFU4AEGW,CEPHALEXIN CAPSULES USP 250MG,CORFEX 250,INDIA,03 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
NUUIHYABFPy-ZFU4AEGW,CEPHALEXIN CAPSULES USP 500MG,CORFEX 500,INDIA,05 Jul 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
NkUIHYABFPy-ZFU4AEGW,ESCITALOPRAM TABLETS USP 10MG,ESITOPAM 10,INDIA,28 Jun 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
N0UIHYABFPy-ZFU4AEGW,ESCITALOPRAM TABLETS USP 5MG,ESITOPAM 5,INDIA,20 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
OEUIHYABFPy-ZFU4AEGW,ETORICOXIB TABLETS 120MG,VEROXIB 120,INDIA,12 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
OUUIHYABFPy-ZFU4AEGW,ETORICOXIB TABLETS 60MG,VEROXIB 60,INDIA,14 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
OkUIHYABFPy-ZFU4AEGW,ETORICOXIB TABLETS 90MG,VEROXIB 90,INDIA,07 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
O0UIHYABFPy-ZFU4AEGW,FINASTERIDE TABLETS USP 1MG,BENPROPHY 1,INDIA,28 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
PEUIHYABFPy-ZFU4AEGW,FINASTERIDE TABLETS USP 5MG,BENPROPHY 5,INDIA,13 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
PUUIHYABFPy-ZFU4AEGW,GLIMEPIRIDE TABLETS USP 1MG,GLIMIWEL 1,INDIA,31 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
PkUIHYABFPy-ZFU4AEGW,GLIMEPIRIDE TABLETS USP 2MG,GLIMIWEL 2,INDIA,31 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
P0UIHYABFPy-ZFU4AEGW,GLIMEPIRIDE TABLETS USP 4MG,GLIMIWEL 4,INDIA,20 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
QEUIHYABFPy-ZFU4AEGW,LEVOCETIRIZINE TABLETS 5MG,UNOCET,INDIA,20 Jun 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
QUUIHYABFPy-ZFU4AEGW,LOSARTAN POTASSIUM TABLETS USP 50MG,LOSAWEL 50,INDIA,21 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
QkUIHYABFPy-ZFU4AEGW,MEFENAMIC ACID TABLETS BP 500MG,MEFCOR 500,INDIA,13 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
Q0UIHYABFPy-ZFU4AEGW,MEROPENEM FOR INJECTION USP 1G,AKUMERO 1000,INDIA,13 Jun 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
REUIHYABFPy-ZFU4AEGW,METFORMIN HYDROCHLORIDE TABLET USP 500MG,DIBETIN,INDIA,21 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
RUUIHYABFPy-ZFU4AEGW,MONTELUKAST TABLETS 5MG,MONTEC 5,PAKISTAN,14 Mar 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
RkUIHYABFPy-ZFU4AEGW,PREGABALIN CAPSULES 150MG,AKUGABALIN,INDIA,13 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
R0UIHYABFPy-ZFU4AEGW,PREGABALIN CAPSULES 75MG,AKUGABALIN,INDIA,18 Apr 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
SEUIHYABFPy-ZFU4AEGW,RISPERIDONE TABLETS USP 1MG,RESCOR 1,INDIA,13 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
SUUIHYABFPy-ZFU4AEGW,RISPERIDONE TABLETS USP 2MG,RESCOR 2,INDIA,23 Oct 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
SkUIHYABFPy-ZFU4AEGW,RISPERIDONE TABLETS USP 3MG,RESPEECOR 3,INDIA,14 Dec 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
S0UIHYABFPy-ZFU4AEGW,ROSUVASTATIN TABLETS 10MG,UNOSAT 10,INDIA,07 Jul 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
TEUIHYABFPy-ZFU4AEGW,SILDENAFIL CITRATE TABLETS 50MG,WELGRA 50,INDIA,04 Jul 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
TUUIHYABFPy-ZFU4AEGW,SODIUM VALPROATE & VALPROATE ACID BP 300MG COANTROLLED RELEAE TABLETS,BRAIPORIN 300MG,INDIA,03 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
TkUIHYABFPy-ZFU4AEGW,SODIUM VALPROATE & VALPROATE ACID BP 500MG COANTROLLED RELEAE TABLETS,BRAIPORIN 500MG,INDIA,03 May 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
T0UIHYABFPy-ZFU4AEGW,TADALAFIL TABLETS USP 20MG,TADAFORCE,INDIA,05 Jul 2023,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
UEUIHYABFPy-ZFU4AEGW,TAMSULOSIN HYDROCHLORIDE CAPSULES USP 0.4MG,WELTAM XL,INDIA,13 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
UUUIHYABFPy-ZFU4AEGW,TELMISARTAN TABLETS USP 40MG,TELCOR 40,INDIA,27 Jun 2022,II B,Browns & Company Plc,QnJvd25zICYgQ29tcGFueSBQbGM=,
UkUIHYABFPy-ZFU4AEGW,BECLOMETHASONE DIPROPIONATE NASAL SPRAY 100MCG,RINOCLENIL 100,ITALY,09 Feb 2025,II B,Burhani Enterprises,QnVyaGFuaSBFbnRlcnByaXNlcw==,
U0UIHYABFPy-ZFU4AEGW,VITAMINS & MINERALS CAPSULES,FORCEVAL,GERMANY/UK,05 Oct 2025,II B,Burhani Enterprises,QnVyaGFuaSBFbnRlcnByaXNlcw==,
VEUIHYABFPy-ZFU4AEGW,MEROPENEM FOR INJECTION USP 500MG,PENEM 500,INDIA,19 Feb 2025,II B,Canoe Medicare (Pvt) Ltd,Q2Fub2UgTWVkaWNhcmUgKFB2dCkgTHRk,
VUUIHYABFPy-ZFU4AEGW,DICLOFENAC TABLETS BP 50MG,DINAC,PAKISTAN,21 Jan 2023,II B,CCL Pharmaceuticals Lanka (Pvt) Ltd,Q0NMIFBoYXJtYWNldXRpY2FscyBMYW5rYSAoUHZ0KSBMdGQ=,
VkUIHYABFPy-ZFU4AEGW,ROSUVASTATIN CALCIUM TABLETS 10MG,CRESTAT,PAKISTAN,03 Jan 2023,II B,CCL Pharmaceuticals Lanka (Pvt) Ltd,Q0NMIFBoYXJtYWNldXRpY2FscyBMYW5rYSAoUHZ0KSBMdGQ=,
V0UIHYABFPy-ZFU4AEGW,ROSUVASTATIN TABLETS 10MG,CRESTAT,PAKISTAN,02 Jan 2023,II B,CCL Pharmaceuticals Lanka (Pvt) Ltd,Q0NMIFBoYXJtYWNldXRpY2FscyBMYW5rYSAoUHZ0KSBMdGQ=,
WEUIHYABFPy-ZFU4AEGW,CARVEDILOL TABLETS USP 3.125MG,***,SRI LANKA,28 Apr 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
WUUIHYABFPy-ZFU4AEGW,CLINDAMYCIN CAPSULES BP 300MG,CLINGEN 300,SRI LANKA,09 Jul 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
WkUIHYABFPy-ZFU4AEGW,COLECALCIFEROL TABLETS BP 400IU,***,SRI LANKA,28 Apr 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
W0UIHYABFPy-ZFU4AEGW,DILTIAZEM PROLONGED RELEASE TABLETS BP 90MG,***,SRI LANKA,19 Jun 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
XEUIHYABFPy-ZFU4AEGW,FERROUS SULPHATE TABLETS BP 200MG,FEROSAL,SRI LANKA,16 Jul 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
XUUIHYABFPy-ZFU4AEGW,ISOSORBIDE MONONITRATE TABLETS 30MG,***,SRI LANKA,10 Jun 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
XkUIHYABFPy-ZFU4AEGW,LABETALOL TABLETS BP 100MG,***,SRI LANKA,11 Jul 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
X0UIHYABFPy-ZFU4AEGW,LEVAMISOLE HYDROCHLORIDE TABLETS USP 40MG,***,SRI LANKA,10 Jul 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
YEUIHYABFPy-ZFU4AEGW,LOSARTAN POTASSIUM TABLETS USP 25MG,LK 25,SRI LANKA,21 Sep 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
YUUIHYABFPy-ZFU4AEGW,METOPROLOL TARTRATE TABLETS USP 50MG,***,SRI LANKA,15 Jun 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
YkUIHYABFPy-ZFU4AEGW,PYRIDOSTIGMINE TABLETS 60MG,*******,SRI LANKA,09 May 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
Y0UIHYABFPy-ZFU4AEGW,SITAGLIPTIN TABLETS USP 100MG,SITALO 100,SRI LANKA,03 Dec 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
ZEUIHYABFPy-ZFU4AEGW,TRIENTINE HYDROCHLORIDE CAPSULES USP 300MG,****,SRI LANKA,07 Jul 2023,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
ZUUIHYABFPy-ZFU4AEGW,"VITAMIN A CAPSULES USP 100,000 IU",RETIGEN,SRI LANKA,24 May 2025,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
ZkUIHYABFPy-ZFU4AEGW,VITAMIN E CAPSULE 400IU,EWON,SRI LANKA,31 May 2022,II B,Celogen Lanka (Pvt) Ltd,Q2Vsb2dlbiBMYW5rYSAoUHZ0KSBMdGQ=,
Z0UIHYABFPy-ZFU4AEGW,23-VALENT PNEUMOCOCCAL POLYSACHARIDE VACCINE 0.5ML/DOSE /VIAL,RS PNEUMOLYSIX,CHINA,24 Dec 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
aEUIHYABFPy-ZFU4AEGW,ACECLOFENAC SUSTAINED RELEASE TABLETS 200MG,RIHA SR 200,INDIA,08 Nov 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
aUUIHYABFPy-ZFU4AEGW,ACECLOFENAC TABLETS 100MG,RIHA,INDIA,02 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
akUIHYABFPy-ZFU4AEGW,ACETYLCYSTEINE SOLUTION USP 200MG,CIROCYST 200,INDIA,29 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
a0UIHYABFPy-ZFU4AEGW,ACICLOVIR SODIUM FOR INFUSION BP 100MG,***,INDIA,17 Jul 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
bEUIHYABFPy-ZFU4AEGW,ADENOSINE INJECTION USP 3MG/ML,***,INDIA,27 Jan 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
bUUIHYABFPy-ZFU4AEGW,ADRENALINE INJECTION BP 1MG IN IML,***,INDIA,25 Nov 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
bkUIHYABFPy-ZFU4AEGW,AMINOPHYLLINE INJECTION BP 25MG/ML,***,INDIA,08 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
b0UIHYABFPy-ZFU4AEGW,AMITRIPTYLINE TABLETS BP 10MG,AMILEB 10,INDIA,19 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
cEUIHYABFPy-ZFU4AEGW,AMITRIPTYLINE TABLETS BP 25MG,AMILEB 25,INDIA,07 Jan 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
cUUIHYABFPy-ZFU4AEGW,AMOXICILLIN CAPSULES BP 250MG,MOXILEB 250 DI,INDIA,09 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
ckUIHYABFPy-ZFU4AEGW,AMOXICILLIN ORAL SUSPENSION BP 125MG/5ML,MOXILEB,INDIA,28 May 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
c0UIHYABFPy-ZFU4AEGW,AMOXYCILLIN TRIHYDRATE DISPERSIBLE TABLETS IP 125MG,MOXILEB KID TAB,INDIA,27 May 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
